ID,Gender,Age,Occupation,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
KO9HUWWT,Male,27,Salaried,13,No,938718,No,0
GW28TPQG,Female,55,Self_Employed,63,Yes,993489,No,0
CWMGIE6R,Male,59,Self_Employed,85,,393228,No,1
DV6FWB3X,Male,31,Salaried,14,Yes,600767,No,1
B47FSDMY,Male,29,Other,25,No,830156,Yes,0
TK6PMBUH,Female,36,Salaried,25,No,761172,No,0
DBMYU2PJ,Male,43,Self_Employed,13,Yes,1079196,No,0
BVB4HDME,Female,49,Other,38,Yes,1114404,No,0
Y3BVZKK8,Female,29,Salaried,14,No,704417,No,0
BYAPZ4JK,Male,33,Other,15,No,834294,Yes,0
IBYTYUJZ,Female,33,Salaried,21,No,1735464,Yes,0
IDREBSGP,Female,30,Salaried,33,No,2877192,No,0
EXDLAYTZ,Female,58,Self_Employed,31,No,1097530,Yes,0
7KPSM8H8,Female,50,Other,85,Yes,726418,No,1
36U44USQ,Male,33,Salaried,26,No,523035,No,0
RHKNCEFG,Male,34,Salaried,33,No,335592,No,0
MY54HC3D,Male,35,Other,62,,1095972,Yes,1
7S7YJTZ7,Female,84,Other,85,Yes,355964,No,1
EKEB3MXX,Female,33,Other,21,No,441760,No,0
EVJRNUUS,Female,56,Self_Employed,55,No,1643527,No,0
G6FH3H7J,Male,54,Self_Employed,8,Yes,410841,No,0
HCGJZXDM,Male,26,Self_Employed,13,No,868987,No,0
5TXLDQPY,Male,68,Other,105,Yes,3318062,No,0
ALXMZYDV,Female,35,Salaried,31,No,1095456,No,0
MSSWFRAW,Female,43,Self_Employed,44,Yes,715907,Yes,0
M3HC2RSO,Female,52,Self_Employed,98,No,729221,No,0
E8XFSCWF,Male,29,Self_Employed,21,No,848330,Yes,0
FUY7HTEM,Male,29,Other,27,No,690826,No,1
MBJC8RXS,Female,33,Salaried,26,No,719654,No,0
IDZALZ3C,Male,46,Self_Employed,73,Yes,744787,No,1
HZRMMRVF,Male,60,Self_Employed,92,No,621139,Yes,0
Z2JOT6MN,Male,47,Self_Employed,25,No,1185310,No,0
JTYOKSJF,Male,73,Other,39,No,3232800,No,0
BJJBTDM8,Male,33,Salaried,26,No,410913,No,0
5SDBN8U2,Male,43,Self_Employed,44,No,527325,No,0
ZST4985M,Male,28,Salaried,26,No,1175663,No,0
AE9MCJ5E,Female,69,Other,79,No,2192203,Yes,0
C8BA9BY8,Male,68,Other,115,No,1949803,Yes,0
L68AU93L,Male,63,Other,86,No,629746,Yes,0
YDUQGWSA,Female,37,Self_Employed,21,No,430795,Yes,0
MVUQCU22,Female,29,Salaried,26,No,869360,No,0
6CBBPDZN,Male,27,Salaried,13,No,489731,Yes,1
HK7NI5YU,Female,48,Entrepreneur,87,Yes,497937,No,0
YJFJGDT8,Male,50,Self_Employed,79,Yes,1489334,Yes,1
NVBG6SHN,Male,30,Salaried,31,No,342952,No,0
CHJ9WHRT,Male,36,Salaried,19,Yes,424387,Yes,0
WMXNSKBL,Male,44,Self_Employed,63,Yes,841824,No,0
8FXTHUET,Male,30,Salaried,19,No,544662,No,0
85JQAFRV,Male,51,Other,14,Yes,353063,Yes,0
55WEPZIG,Female,27,Salaried,21,Yes,949042,No,1
LZTWMWPA,Female,25,Salaried,14,No,3139946,Yes,0
CHSRUUMQ,Female,77,Other,91,No,462230,Yes,0
V8UWMAZG,Male,33,Salaried,31,Yes,3397939,No,0
T43SBICM,Female,30,Salaried,25,No,260707,No,0
PNSDRKTW,Male,31,Other,27,Yes,667215,No,0
MHOBZKAZ,Male,47,Self_Employed,43,Yes,725750,Yes,1
DAUGAB7R,Female,36,Salaried,19,No,848072,No,0
8IGHYKG6,Male,60,Other,67,Yes,2006273,No,0
FIP9RKVJ,Male,83,Other,73,No,750670,Yes,0
DRWBOMJT,Female,56,Self_Employed,74,No,488093,Yes,0
MTSGJWSG,Female,43,Self_Employed,69,,631259,No,1
HKQQ6C3Y,Male,44,Self_Employed,37,Yes,1958489,Yes,1
BHDFVAYB,Female,26,Other,20,Yes,1217155,No,0
3EWVBM86,Male,47,Self_Employed,55,Yes,2937062,Yes,0
UVPBNADB,Female,28,Salaried,13,No,618211,No,0
IWFSGJUH,Male,44,Self_Employed,39,No,537097,No,0
AV5VTDCC,Male,78,Other,51,No,367748,No,0
NN87XCHV,Female,43,Self_Employed,19,No,1241772,Yes,0
H7FVNX27,Female,45,Self_Employed,39,No,805450,Yes,0
ZJSYYSVA,Male,28,Salaried,33,No,743105,No,0
7BHXLYO9,Male,34,Self_Employed,62,No,1975764,Yes,0
CG5ZRYWA,Female,47,Self_Employed,110,Yes,2201379,Yes,0
FPY7NVAE,Male,29,Salaried,32,No,1933551,Yes,0
NZ5ZURMN,Male,53,Self_Employed,81,Yes,978688,Yes,1
JZPNDFYP,Female,25,Self_Employed,19,No,467561,No,0
U8CANZ5K,Male,56,Self_Employed,92,Yes,1121871,Yes,1
JASJZRBS,Female,45,Self_Employed,97,No,2068573,Yes,0
ZJ2VHH2E,Male,45,Self_Employed,81,No,485459,Yes,0
CJV9IWYX,Female,74,Other,127,No,1462412,No,0
KUJ3UBQG,Female,29,Salaried,21,No,692420,Yes,0
CNBQWM5G,Female,28,Other,15,No,787169,No,0
CQRANCIF,Male,27,Salaried,25,Yes,640381,No,0
P3HY42JN,Female,26,Salaried,32,No,848552,No,0
W9EWL9T8,Male,30,Salaried,21,No,701747,No,0
GSSGPBAB,Female,36,Salaried,32,No,1451554,No,0
AABUXX24,Male,44,Self_Employed,44,No,622795,No,0
NKTABDVU,Male,29,Salaried,13,No,591556,No,0
KPWLZY4P,Male,50,Entrepreneur,86,Yes,572990,Yes,1
2PQKCXVO,Male,58,Other,92,Yes,852984,Yes,1
AMTFMPPS,Male,63,Other,99,,1185853,Yes,0
IS8JHXXH,Female,45,Self_Employed,86,Yes,1306982,No,1
SGZCGWRQ,Female,52,Self_Employed,9,No,1109304,Yes,0
24HYA5CI,Male,42,Other,56,Yes,653082,Yes,1
GWVOVZXB,Female,40,Self_Employed,14,Yes,641512,No,0
SVWZFADI,Female,30,Other,14,No,1384608,No,0
94DUBSQ5,Male,54,Self_Employed,61,No,1420867,No,0
BTX5FDYZ,Female,34,Salaried,20,No,1454705,No,0
3OIUFQ2Y,Female,53,Entrepreneur,50,Yes,7089677,No,0
JQPQCQTA,Female,30,Salaried,32,No,1330256,No,0
JCMXFQW2,Female,51,Self_Employed,80,No,2202741,Yes,0
LMYF75BZ,Female,29,Salaried,33,No,690301,No,0
W2VT2V9U,Female,54,Self_Employed,57,Yes,1813499,No,0
XMOMEYP6,Male,41,Self_Employed,56,No,493184,No,0
ZJKMGQYM,Female,45,Self_Employed,44,Yes,1215108,No,0
64DR49MS,Female,32,Salaried,33,No,807577,No,0
AMESI6PH,Female,31,Self_Employed,13,No,526924,Yes,0
H9Z7KMEG,Male,50,Entrepreneur,97,,816379,No,1
XMFLCKIP,Male,33,Self_Employed,37,No,808636,Yes,0
G4TKLJ8A,Female,47,Self_Employed,39,No,2821068,Yes,0
MRRH6TZE,Male,83,Other,85,,1815413,Yes,1
QIJE4CBR,Male,52,Self_Employed,116,No,753474,No,0
QRPQBWGG,Male,36,Other,20,Yes,714189,No,0
Z8FJVRML,Male,45,Self_Employed,14,No,698124,Yes,0
TASCYM26,Female,76,Other,44,No,602334,No,0
WUHVUOQ4,Female,38,Self_Employed,20,No,427271,Yes,0
XCTU5ZLE,Male,55,Salaried,117,Yes,1150583,No,1
MZWB35OD,Male,43,Self_Employed,13,No,692598,Yes,1
VRJRSZU8,Female,32,Salaried,14,Yes,521993,Yes,1
KI8JH4BU,Female,52,Self_Employed,80,No,466324,Yes,0
WJ8KLGVU,Female,57,Self_Employed,121,Yes,1951458,No,0
VPWIS2YU,Female,62,Salaried,97,No,355911,Yes,1
XNZAODLZ,Male,31,Salaried,13,No,511563,No,0
2P7EEEKT,Male,42,Self_Employed,20,Yes,524699,Yes,0
IWTZNHES,Female,32,Other,26,No,540942,Yes,0
MSLUOOVS,Female,47,Self_Employed,15,No,995589,No,0
EDNEMMKM,Female,45,Self_Employed,74,,1106198,Yes,1
X9OWWDMM,Male,30,Salaried,32,No,1746322,No,0
NTHXUNYX,Male,29,Other,20,No,1400601,No,0
HS7TGKQJ,Female,50,Self_Employed,103,Yes,314721,No,0
D83ITNCA,Male,34,Other,25,No,558483,No,0
MGA4UAWE,Male,30,Salaried,33,No,1006429,Yes,0
CK334XV8,Female,24,Salaried,14,Yes,1568553,No,0
EAVSXKQ8,Male,40,Other,55,No,908485,Yes,0
SAP3HJZ5,Male,55,Self_Employed,50,No,1056786,No,0
M8GKHRWE,Male,51,Self_Employed,81,No,876383,Yes,0
OKCVBPJH,Female,73,Other,26,No,1663534,No,0
JUWZGJZF,Female,30,Salaried,33,Yes,1640145,No,0
MVGQQGAM,Male,32,Salaried,8,No,1911631,Yes,1
4UIEUCXU,Female,27,Self_Employed,19,No,1140677,Yes,0
CR2BMXN2,Female,64,Other,25,No,576390,No,0
DJC3NUMF,Female,57,Self_Employed,116,Yes,1466755,No,1
WC2QFEDC,Female,51,Self_Employed,27,Yes,356062,Yes,0
LEFFC6KJ,Male,30,Salaried,32,Yes,793185,No,0
IJ2TYECU,Male,29,Salaried,27,No,628847,Yes,0
WZVVZEJP,Male,55,Self_Employed,19,No,459604,Yes,0
VLNHIZZE,Female,30,Self_Employed,33,No,559694,Yes,0
G39SCC8C,Male,63,Other,61,Yes,856909,No,1
WZ7FK3PA,Male,42,Self_Employed,51,No,1452391,Yes,0
6AHIAOOH,Male,31,Other,15,No,2479664,No,0
GYL5XGWC,Male,40,Self_Employed,50,Yes,1031403,Yes,0
NER6TELA,Female,28,Salaried,26,No,427992,No,0
ICQQUZQZ,Male,50,Self_Employed,109,No,230910,Yes,0
PTSPEZX9,Female,28,Salaried,27,Yes,798837,No,0
6QAPM2V4,Female,26,Salaried,19,No,762204,No,0
NSE5YK2V,Male,38,Other,79,No,675189,Yes,1
ATQYMPU4,Male,52,Self_Employed,68,,906287,No,0
BZSGPYOE,Male,49,Self_Employed,55,No,934678,Yes,0
S3XMDF4N,Female,51,Self_Employed,56,No,740702,Yes,0
SPE7CFMB,Male,46,Self_Employed,39,Yes,2311249,No,1
NPGA4HPJ,Male,42,Self_Employed,74,No,425375,No,0
NFVITTDH,Male,34,Salaried,15,No,1217350,Yes,0
N72Y8FCC,Female,27,Other,14,No,827717,Yes,0
Q9HSICA5,Female,28,Salaried,27,No,411002,No,0
6FJHZ9GP,Male,72,Other,68,No,371397,No,0
MXTYURCP,Male,60,Self_Employed,19,Yes,281409,No,0
AQEV9XWB,Female,30,Salaried,31,No,388164,No,0
JAWQRQZN,Female,29,Other,21,No,1055744,No,0
SHFD2UXS,Female,28,Salaried,13,No,1262972,Yes,0
FUSKSEYZ,Female,45,Self_Employed,55,,505146,Yes,1
BWJZHGUZ,Female,30,Other,19,No,973197,No,0
6BHRUGUG,Female,34,Salaried,27,No,780859,No,0
536QX2EI,Male,42,Other,31,No,487319,Yes,0
EJCZHIEQ,Male,52,Self_Employed,68,Yes,1163514,Yes,0
BIDCTRRK,Female,30,Salaried,25,No,692268,Yes,0
3GJY9ZVK,Male,29,Self_Employed,38,No,417979,Yes,0
CQXUNCX7,Female,44,Self_Employed,20,Yes,1952090,No,0
8ROVSYLA,Female,54,Self_Employed,99,No,1552613,No,1
SKRGKDA3,Male,29,Salaried,32,Yes,386179,No,0
M33YSZZU,Female,29,Salaried,37,No,838032,No,0
DS766PWL,Female,29,Other,26,No,1289761,No,0
JJYWABAE,Female,83,Other,62,Yes,1453574,Yes,0
P8NZKTSG,Male,58,Self_Employed,13,,369768,No,0
ANSH6JMG,Male,45,Salaried,13,,929827,No,1
NMJTKP3C,Female,45,Self_Employed,68,No,1679563,Yes,1
75SRBPXM,Male,34,Self_Employed,62,No,3379347,No,0
JKHAPEMU,Male,27,Self_Employed,21,No,1932198,No,0
WXQE3CVH,Male,85,Other,122,No,607077,Yes,0
2RG2AFEV,Female,27,Salaried,15,No,1389120,No,0
4STMJ3AE,Female,27,Salaried,15,No,240798,No,0
DZAJ9Z4J,Female,24,Other,13,No,396699,No,0
PQ2DEHSP,Female,79,Other,61,Yes,364054,No,0
KZNSM5HC,Female,27,Salaried,27,No,583395,No,0
A3ERBOOK,Male,29,Other,25,No,359186,No,0
VN2H9BDR,Female,29,Other,21,No,537195,No,0
D2Y3VEEQ,Male,35,Other,26,No,370035,Yes,0
Z6N8RVFM,Male,53,Self_Employed,97,No,1436371,Yes,0
8U5BG9AF,Male,29,Salaried,14,No,1381030,No,0
T6UZJ6IX,Male,46,Other,73,No,4558330,Yes,0
QEDJG8TT,Male,31,Other,21,No,522964,No,0
MUCURVWG,Female,65,Other,32,Yes,1831673,No,0
FD6U4UB2,Male,49,Self_Employed,67,Yes,531419,No,0
N7BEXYQ7,Female,64,Other,121,Yes,1098251,Yes,1
PINWKP68,Female,42,Self_Employed,14,Yes,487835,No,0
BNWFGVBF,Female,27,Self_Employed,14,No,511874,No,0
9EDWJNQJ,Male,26,Salaried,21,No,1056394,No,0
ERZZDFOM,Male,42,Other,31,,781856,Yes,1
HPP4YKIH,Male,30,Self_Employed,21,No,1157943,No,0
55JMV6UK,Male,55,Self_Employed,56,Yes,1131510,No,0
HSXILFJR,Female,38,Self_Employed,31,Yes,3326650,No,0
HQMZTH3K,Male,34,Salaried,21,No,2639499,Yes,0
9F9PX3P8,Female,28,Salaried,33,No,770784,No,0
MOYT5AEB,Female,55,Self_Employed,122,No,1335756,No,0
CGERWWPZ,Female,39,Self_Employed,19,No,268797,Yes,0
IEIUVYMP,Female,75,Other,97,,397856,No,1
QXA96NII,Female,51,Self_Employed,128,Yes,3686362,Yes,0
4PB27VZE,Male,43,Self_Employed,74,,1458790,No,1
248WB3GC,Male,42,Self_Employed,7,No,250428,Yes,0
9RREEXNY,Male,54,Self_Employed,68,,912116,No,1
963DKTGR,Female,39,Self_Employed,55,No,406934,Yes,0
4PFYP3ZQ,Female,57,Other,121,Yes,1237812,No,0
DE4RBBUG,Male,35,Salaried,20,Yes,780280,No,0
CNY5MGXT,Male,54,Self_Employed,105,No,719404,Yes,0
AUCPDAKS,Male,63,Other,14,Yes,601809,Yes,0
PVCEKTYS,Male,44,Self_Employed,43,,2067016,Yes,1
CRAE3QC6,Male,32,Salaried,15,No,524521,No,0
AT6DBESQ,Male,29,Salaried,32,No,792447,No,0
DGQRGVXV,Male,26,Salaried,26,No,983138,No,0
DFJ4B5JC,Male,53,Self_Employed,91,No,728109,No,0
TUZBEBBV,Female,65,Other,26,No,1534787,Yes,0
5HRSXBQG,Male,53,Self_Employed,116,No,455804,No,0
LRVKCCQQ,Male,46,Self_Employed,80,,544413,Yes,0
4DQXMKYX,Female,49,Self_Employed,51,No,511447,No,1
HMV4NVNK,Male,33,Salaried,32,No,1037277,No,0
XLCIPWHE,Female,26,Other,14,No,406658,No,0
EARKAXZV,Male,28,Salaried,26,No,672332,No,0
C5EEGHZJ,Female,41,Self_Employed,38,Yes,1419630,Yes,1
7KNYJKCG,Female,62,Other,109,Yes,2163741,Yes,1
K88GGE4G,Female,57,Self_Employed,86,,846505,No,1
UMHHN2UK,Male,30,Self_Employed,19,No,2181309,Yes,0
YFQHBPDF,Male,28,Self_Employed,25,No,7650075,No,0
BACNQJAY,Female,32,Salaried,21,No,375971,No,1
867SMV88,Male,52,Self_Employed,39,No,682051,Yes,0
KPYTO3LB,Female,67,Other,39,Yes,2043804,Yes,1
AYPETYHM,Female,49,Self_Employed,69,No,585361,Yes,0
JSQVVI4C,Male,25,Salaried,14,Yes,1339031,No,0
MXRUXSJC,Female,28,Other,25,Yes,859188,No,0
3DAZ4BGC,Male,61,Other,91,No,557736,Yes,0
8EVS3TBC,Male,51,Self_Employed,91,No,1257952,Yes,0
SCDDA9VV,Male,50,Entrepreneur,73,Yes,948570,No,1
BTJSQCC9,Male,43,Self_Employed,86,No,3264315,Yes,0
ZNJ4WWIC,Male,52,Entrepreneur,49,Yes,1922408,No,0
PUV43CHC,Female,46,Self_Employed,115,,1910242,Yes,1
GPQXXVGD,Male,62,Other,68,Yes,582238,Yes,0
KXZYOMCQ,Male,52,Other,127,No,376114,Yes,0
BVEPMB2J,Female,45,Self_Employed,81,Yes,797813,Yes,0
QNQXM6NA,Female,54,Self_Employed,13,Yes,781295,Yes,1
L9HGRT8C,Male,39,Self_Employed,14,Yes,325704,No,0
96ZA26HD,Female,26,Salaried,19,No,1669301,No,0
BPBUZZC9,Female,28,Salaried,20,No,803910,Yes,0
NOWHBN4Z,Female,51,Self_Employed,93,No,260956,Yes,0
4LIUNXTN,Female,72,Other,38,Yes,621122,No,0
DPEZN5UU,Male,28,Salaried,15,No,708342,Yes,0
YZYFTAFT,Male,73,Other,73,Yes,879782,No,0
HFZAJCTM,Female,27,Salaried,14,No,1947417,No,0
E9BAIVEL,Female,24,Salaried,14,No,450473,No,0
SAFAJFG7,Male,59,Other,91,,2543869,Yes,1
QTCIV3JH,Male,27,Salaried,21,No,692366,No,0
9O8ZLCVJ,Male,28,Salaried,14,No,1348652,Yes,0
D9X6YEEP,Female,66,Other,50,Yes,1761737,No,0
JXUTCNOC,Male,34,Self_Employed,26,No,454950,Yes,0
FWYVYGLY,Female,43,Salaried,73,,1135604,Yes,1
9KYFNTFO,Male,27,Other,19,No,682371,No,0
N5JBJGYT,Female,30,Other,45,No,1136360,Yes,0
F7F4JXA3,Male,43,Entrepreneur,13,Yes,2169455,Yes,1
BPRPPXQH,Male,40,Self_Employed,25,No,439980,Yes,0
E3TFBJGJ,Female,35,Self_Employed,33,No,1160862,No,0
WYAXQMSM,Female,25,Salaried,14,No,1007088,No,0
URQUYNRU,Female,27,Salaried,15,No,279486,Yes,0
6OU2G8V9,Female,51,Self_Employed,63,Yes,915721,No,0
VM6AXYCO,Male,51,Self_Employed,27,,436803,Yes,1
DHT7RGSM,Male,25,Salaried,21,No,534542,Yes,0
YPKGSGSB,Female,57,Self_Employed,80,No,1357027,Yes,0
FTSGX8QG,Male,32,Other,19,No,482922,No,0
FYEEAMZK,Male,41,Self_Employed,75,No,548934,Yes,0
DMMHSRUX,Male,44,Salaried,63,Yes,699735,No,1
HZAYVX7T,Female,26,Salaried,14,No,1294371,No,0
ARYP7QE9,Male,48,Self_Employed,27,No,684071,Yes,0
TVZSF2ZJ,Female,41,Self_Employed,9,Yes,445195,No,0
UQADXNVC,Male,33,Salaried,25,Yes,902451,No,0
ADZYBP5W,Male,40,Self_Employed,37,,755645,Yes,1
EDEYCXX4,Male,25,Salaried,13,Yes,636011,No,0
3LB6RCIU,Male,27,Salaried,27,No,1027122,No,0
4QUX5XLY,Male,77,Other,62,No,770918,No,0
ATQKSKJV,Male,61,Self_Employed,49,No,1231911,Yes,0
MUZZN8DL,Male,28,Salaried,13,No,570481,No,0
JBLQ2WAQ,Female,27,Salaried,32,Yes,566004,No,0
NZ8QEKD9,Female,38,Self_Employed,27,No,743310,No,0
BAAMZBZW,Male,69,Other,15,Yes,1124221,Yes,0
83WSZ6EE,Male,58,Other,104,,2520346,No,1
8CYKHWKD,Male,42,Self_Employed,33,Yes,742010,No,0
APKZZWUK,Female,30,Self_Employed,26,No,350891,No,0
BLNVJWN5,Male,27,Salaried,14,No,1182961,No,0
BP5EQGZH,Male,42,Self_Employed,44,,767998,No,1
JLLA5AJU,Female,47,Other,87,,1355007,Yes,1
EWC465JV,Male,54,Self_Employed,105,,1164378,Yes,1
CSMZ5VMZ,Male,27,Salaried,19,No,1320217,No,0
C5YRMB7J,Male,49,Self_Employed,91,,985069,No,1
NFGPCSMY,Male,41,Self_Employed,31,Yes,659196,Yes,1
9TQF3N4T,Female,28,Self_Employed,20,Yes,1289868,Yes,0
BOS6J5QR,Male,50,Other,69,No,678393,Yes,0
UFRQIQJE,Male,27,Salaried,27,No,366270,No,0
2IXLBRDA,Male,41,Self_Employed,50,No,1334136,Yes,0
MTI758ME,Female,43,Self_Employed,20,Yes,712311,No,0
FAIQVW7K,Female,49,Self_Employed,20,Yes,674139,Yes,0
SBCFZWVR,Male,67,Other,57,Yes,840284,No,0
DVRSEAQU,Female,64,Other,116,No,1744141,Yes,0
MRCLYWQB,Female,29,Salaried,31,No,530066,No,0
D4C5XV2T,Female,31,Salaried,21,Yes,1601519,Yes,0
MKGH23KS,Female,40,Other,19,No,892625,No,0
Z8VVWWCD,Female,27,Salaried,25,No,470756,Yes,0
JX4QIE84,Male,27,Salaried,27,Yes,1055237,No,1
FNYZQKGQ,Male,42,Self_Employed,37,No,579808,Yes,1
CZQAZVED,Female,32,Self_Employed,21,No,345409,Yes,0
DJL5VBZI,Female,35,Salaried,25,No,1017127,No,0
XCQLFDEE,Male,46,Self_Employed,75,,504007,Yes,1
VX3CAYLW,Male,57,Self_Employed,67,No,1279846,No,0
PBMG8JC7,Female,61,Self_Employed,26,No,997253,No,0
EXR3VQKP,Female,56,Self_Employed,80,,5370393,Yes,1
DEKCABQN,Female,79,Other,32,No,613984,No,0
XTK9AB7S,Female,56,Self_Employed,74,No,370364,Yes,0
WQ7WJEQU,Female,55,Other,14,No,844262,Yes,0
A36VGFW8,Female,46,Self_Employed,19,No,227804,No,0
NYHZKHPA,Female,28,Salaried,31,No,910114,Yes,1
GT6Y9KSP,Male,75,Other,97,No,2649627,No,0
HJPWILZO,Male,32,Salaried,15,No,609205,No,0
5QADVYHN,Male,27,Self_Employed,25,No,1458443,No,0
LHBUAQXW,Female,26,Self_Employed,20,Yes,963362,No,0
PBV82ZDJ,Male,72,Other,62,No,903830,Yes,0
KEJRUBKJ,Male,77,Other,98,Yes,866254,No,0
AE88QDFA,Female,28,Salaried,19,No,2405180,No,0
5JH7J7JV,Female,32,Salaried,26,No,737676,No,0
EBAFGK6D,Male,51,Self_Employed,91,No,1320751,No,0
EUMYKX2Q,Male,45,Self_Employed,75,Yes,1139395,No,0
HCNT7AWD,Male,29,Other,13,Yes,539589,No,0
SUDYQKCN,Female,54,Other,110,,1950755,Yes,1
DXNGY94Z,Male,50,Self_Employed,25,No,547519,No,0
RPZ8HWTR,Male,50,Self_Employed,93,No,1813428,Yes,0
VBYP5FPC,Female,52,Self_Employed,91,,1061058,No,1
FBWLQXDP,Female,55,Self_Employed,51,Yes,2054440,No,0
QUTQYIZR,Female,27,Salaried,19,No,933743,Yes,0
CVTQ92GF,Male,26,Salaried,14,,1655462,Yes,1
MDNAS6SE,Male,43,Self_Employed,31,No,1427462,Yes,1
HZNBLXCO,Female,37,Other,57,No,683164,Yes,0
E3ZJMRFV,Male,46,Self_Employed,69,No,662160,Yes,0
VA2AGZP6,Male,40,Self_Employed,51,,633261,No,0
VAGNEZM4,Male,59,Self_Employed,63,No,1132133,No,0
AR9Z56PO,Male,44,Self_Employed,73,Yes,2407814,No,0
L3WMZBQO,Female,29,Other,33,No,1398439,No,0
J6H7IT5W,Female,28,Salaried,15,No,861795,Yes,0
CZBRPIDK,Male,65,Other,116,Yes,3712839,Yes,1
MUJHYDVJ,Male,47,Self_Employed,86,,969005,No,1
FMKCITUS,Male,26,Salaried,25,Yes,522100,No,0
M9FBHTT3,Male,39,Self_Employed,13,,1022503,No,0
JJSZUTG4,Female,54,Self_Employed,15,,1368339,No,0
4URP3TIY,Female,56,Self_Employed,122,Yes,2031442,Yes,0
4ZW7OIJU,Female,30,Salaried,21,No,471975,Yes,0
3K95UPEB,Male,69,Other,50,No,525091,No,0
NKNAHAHX,Male,38,Self_Employed,32,No,800759,Yes,0
FUPR9UKX,Female,40,Self_Employed,15,Yes,1307694,Yes,0
3NGZQGW4,Male,54,Other,27,No,856099,Yes,0
MKCKDLPJ,Male,47,Self_Employed,57,No,1354722,No,0
4NJ3XSLS,Male,47,Self_Employed,92,No,461411,No,0
A8SFF7JA,Female,27,Salaried,15,No,586421,Yes,0
HKTMYVNF,Male,35,Salaried,31,No,1612795,Yes,0
J6MDWRAY,Male,55,Self_Employed,109,,593763,No,1
AHEJJ2LV,Male,54,Self_Employed,68,Yes,325508,No,0
5KZCUN9H,Male,59,Self_Employed,44,No,1283077,No,0
2MNXHNBB,Male,49,Other,57,No,1417405,No,0
6DZX6ZAS,Female,39,Self_Employed,86,No,1114707,No,1
ZJI4FPDQ,Male,31,Salaried,33,No,3424034,No,0
BHNWJYQF,Male,62,Other,129,Yes,920651,Yes,0
MHWFQOAJ,Female,52,Entrepreneur,122,Yes,466137,No,1
EMKUPIBI,Male,39,Self_Employed,13,No,845241,No,0
MGHRQPSP,Male,67,Other,33,No,1940689,No,0
JEQQBNES,Female,65,Other,86,,461117,No,0
JSKW296N,Male,57,Self_Employed,13,No,4110945,Yes,0
3UDUWBUN,Male,31,Other,32,No,530039,No,0
CMGNGFKR,Male,52,Other,33,Yes,614411,No,0
VLTT3FFN,Female,41,Self_Employed,20,Yes,919423,No,1
XXMLHMRT,Male,37,Other,32,,664331,No,1
CESE4A8U,Female,42,Other,74,No,2571512,No,0
JDYE7YDR,Female,28,Self_Employed,21,No,786626,No,0
PSPRQ6FJ,Female,41,Self_Employed,14,No,717758,No,0
ZSGXGQTZ,Female,28,Other,20,Yes,785567,No,0
WSYU3DOU,Male,55,Self_Employed,92,,752299,No,1
QUOE3TSG,Female,26,Salaried,21,No,797546,No,0
A6XW92FR,Female,27,Salaried,15,No,1651831,Yes,0
L5DDYXKS,Male,67,Other,91,No,929542,No,1
BBAVCKXJ,Male,46,Self_Employed,56,No,744111,Yes,0
9TCA6SRX,Female,52,Self_Employed,117,No,623507,Yes,0
GFSRYSCX,Male,76,Other,45,Yes,1236548,No,0
MJHCFGQC,Male,27,Salaried,19,No,2067416,No,0
AQAO5KQO,Male,72,Other,73,No,789189,Yes,0
XN8IVEMS,Male,43,Self_Employed,80,,1913829,Yes,1
Q7XR9CJW,Male,69,Other,116,No,1889977,Yes,0
BQ6FAS9T,Male,24,Self_Employed,14,Yes,2218903,No,0
AIGPYULD,Female,27,Salaried,26,No,638334,No,0
JFTUSK4S,Male,50,Self_Employed,97,No,3422379,Yes,0
8VUPMV97,Male,44,Self_Employed,21,,795615,Yes,1
CWQDKZSI,Female,43,Self_Employed,67,No,1320813,No,0
3MEDZ7A6,Male,66,Other,25,No,1837538,Yes,0
EPHZGX8N,Female,33,Salaried,31,No,772342,No,0
FKASWAHJ,Male,54,Self_Employed,62,No,220221,No,0
IKSQJDBN,Male,44,Self_Employed,62,Yes,789403,Yes,0
3JIXKM5N,Female,28,Salaried,21,No,654283,No,0
WKEOFPWD,Female,80,Other,63,No,1885198,Yes,0
7LEMCJZC,Female,44,Self_Employed,68,Yes,620516,No,0
RKADHSKJ,Female,39,Other,38,,872885,No,1
7V59T4FU,Male,30,Salaried,31,No,949416,No,0
MER368WR,Female,72,Other,13,Yes,1814451,Yes,1
P5TUQNER,Female,30,Salaried,26,No,806633,Yes,0
KWDXFHZX,Male,24,Salaried,14,No,685656,Yes,1
JQ99SC3P,Male,33,Self_Employed,33,No,403312,No,0
YGQBZF6E,Male,75,Other,80,No,910639,Yes,0
HMXNJRFK,Male,54,Self_Employed,32,No,1569630,Yes,0
NYQWAKLQ,Male,61,Self_Employed,13,No,457460,Yes,0
GPNYMRGY,Male,62,Other,73,No,1443215,Yes,0
JD5TFGSK,Female,34,Salaried,15,Yes,714554,No,0
2PKCMVN6,Male,33,Self_Employed,33,No,470836,No,0
N7BBFTNS,Male,55,Self_Employed,13,Yes,571504,No,0
DXWONRSE,Male,50,Self_Employed,93,,2433144,Yes,1
RVLQ7JTM,Male,44,Self_Employed,63,No,375437,No,0
GGTIJUUP,Male,30,Other,39,No,1330683,Yes,0
MJZJV5HN,Male,54,Self_Employed,111,Yes,2148735,No,0
